name,length,assignment,support,begin,end,type,pure,pure_support,pure_inner,pure_outer,scan_best_support,scan_assigned_support,scan_assigned_nosupport,scan_best_profile,scan_assigned_profile,crf,crf_support,crf_inner,crf_outer,crfscan_best_support,crfscan_assigned_support,crfscan_assigned_nosupport,crfscan_best_profile,crfscan_assigned_profile,major_id,minor_id
"7895",1201,"HIV-1 CRF 05_DF",100.0,3284,4484,HIV 1,F1,33.0,0.0,100.0,0.596,0.212,0.692,F1 D F1,- D - D - F1 - F1 -,05_DF,100.0,100.0,0.0,1.0,1.0,0.0,05_DF,05_DF,,
"4119",397,"Check the report",,2084,2484,HIV 1,D,7.0,190.0,0.0,,,,,,,,,,,,,,,,
"4118",400,"HIV-1 Subtype G",78.0,4684,5084,HIV 1,G,78.0,81.0,15.0,,,,,,,,,,,,,,,,
"4111",400,"Check the report",,3284,3684,HIV 1,A1,82.0,9.0,89.0,,,,,,,,,,,,,,,,
"4110",400,"Check the report",,3084,3484,HIV 1,G,48.0,72.0,11.0,,,,,,,,,,,,,,,,
"4113",400,"HIV-1 Subtype A (A1)",97.0,3684,4084,HIV 1,A1,97.0,106.0,0.0,,,,,,,,,,,,,,,,
"4112",400,"HIV-1 Subtype A (A1)",83.0,3484,3884,HIV 1,A1,83.0,30.0,67.0,,,,,,,,,,,,,,,,
"4115",400,"Check the report",,4084,4484,HIV 1,A1,70.0,17.0,80.0,,,,,,,,,,,,,,,,
"4114",400,"HIV-1 Subtype A (A1)",95.0,3884,4284,HIV 1,A1,95.0,87.0,11.0,,,,,,,,,,,,,,,,
"4117",400,"HIV-1 Subtype G",93.0,4484,4884,HIV 1,G,93.0,36.0,60.0,,,,,,,,,,,,,,,,
"4116",400,"Check the report",,4284,4684,HIV 1,G,67.0,81.0,27.0,,,,,,,,,,,,,,,,
"1259",800,"HIV-1 Subtype F (F1)",100.0,2884,3684,HIV 1,F1,100.0,28.0,70.0,,,,,,,,,,,,,,,,
"1258",800,"Check the report",,2484,3284,HIV 1,F1,100.0,10.0,89.0,,,,,,,,,,,,,,,,
"1529",1593,"HIV-1 Subtype J",100.0,2084,3684,HIV 1,J,100.0,100.0,0.0,1.0,1.0,0.0,J,J,J,100.0,100.0,0.0,,,,,,J,J
"1528",1600,"HIV-1 CRF 35_AD",100.0,2884,4484,HIV 1,A1,100.0,24.0,73.0,0.694,0.653,0.222,D A1 D A1 D A1,- D - D - A1,35_AD,100.0,100.0,0.0,1.0,1.0,0.0,35_AD,35_AD,,
"1523",1597,"HIV-1 CRF 04_CPX",100.0,2084,3684,HIV 1,K,72.0,0.0,100.0,0.5,0.303,0.579,G J C K J K A1 F1 K F1 K,- C - A1 - K - K - K,04_CPX,100.0,39.0,61.0,1.0,1.0,0.0,04_CPX,04_CPX,,
"1522",1600,"HIV-1 Subtype B (03_AB)",100.0,2884,4484,HIV 1,B,100.0,41.0,54.0,1.0,1.0,0.0,B,B,03_AB,100.0,100.0,0.0,1.0,1.0,0.0,03_AB,03_AB,B,03_AB
"1521",1600,"HIV-1 CRF 03_AB",100.0,2084,3684,HIV 1,B,40.0,0.0,100.0,0.553,0.474,0.132,A1 B,A1 - B - B,03_AB,100.0,100.0,0.0,1.0,1.0,0.0,03_AB,03_AB,,
"1252",800,"Check the report",,2484,3284,HIV 1,J,100.0,0.0,100.0,,,,,,,,,,,,,,,,
"1527",1597,"HIV-1 CRF 35_AD",100.0,2084,3684,HIV 1,A1,98.0,15.0,85.0,0.697,0.434,0.461,D A1 D A1 D A1 D A1 D A1,- A1 - A1 - D - D - D - A1,35_AD,100.0,100.0,0.0,1.0,1.0,0.0,35_AD,35_AD,,
"1526",1600,"HIV-1 CRF 37_cpx",100.0,2884,4484,HIV 1,A1,100.0,31.0,69.0,0.736,0.708,0.111,G A1,G - A1,37_cpx,100.0,100.0,0.0,1.0,1.0,0.0,37_cpx,37_cpx,,
"1525",1594,"HIV-1 CRF 37_cpx",100.0,2084,3684,HIV 1,G,51.0,0.0,100.0,0.632,0.276,0.579,F1 A1 G A1 G A1 G A1 G A1 G A1 G A1,- G - G - G - G - A1,37_cpx,100.0,100.0,0.0,1.0,1.0,0.0,37_cpx,37_cpx,,
"1524",1600,"HIV-1 CRF 04_CPX",100.0,2884,4484,HIV 1,K,63.0,0.0,100.0,0.736,0.431,0.569,F1 K F1 K F1 K F1 K F1 K F1 D B,- K - K - K - K -,04_CPX,100.0,53.0,47.0,1.0,1.0,0.0,04_CPX,04_CPX,,
"2496",400,"HIV-1 Subtype A (A1)",100.0,2884,3284,HIV 1,A1,100.0,104.0,0.0,,,,,,,,,,,,,,,,
"2497",400,"HIV-1 Subtype A (A1)",100.0,3084,3484,HIV 1,A1,100.0,93.0,5.0,,,,,,,,,,,,,,,,
"2494",400,"Check the report",,2484,2884,HIV 1,A1,64.0,91.0,0.0,,,,,,,,,,,,,,,,
"1965",200,"HIV-1 Subtype D",75.0,3284,3484,HIV 1,D,75.0,143.0,6.0,,,,,,,,,,,,,,,,
"2495",400,"HIV-1 Subtype A (A1)",99.0,2684,3084,HIV 1,A1,99.0,103.0,0.0,,,,,,,,,,,,,,,,
"2492",400,"HIV-1 Subtype A (A1)",99.0,2084,2484,HIV 1,A1,99.0,86.0,14.0,,,,,,,,,,,,,,,,
"2493",400,"Check the report",,2284,2684,HIV 1,A1,33.0,58.0,20.0,,,,,,,,,,,,,,,,
"2490",400,"Check the report",,4484,4884,HIV 1,B,45.0,0.0,94.0,,,,,,,,,,,,,,,,
"2491",400,"Check the report",,4684,5084,HIV 1,F1,62.0,42.0,48.0,,,,,,,,,,,,,,,,
"7600",800,"HIV-1 Subtype C",100.0,2484,3284,HIV 1,C,100.0,56.0,54.0,,,,,,,,,,,,,,,,
"147",200,"Check the report",,4484,4684,HIV 1,A1,27.0,31.0,60.0,,,,,,,,,,,,,,,,
"5942",800,"Check the report",,2884,3684,HIV 1,A1,100.0,0.0,95.0,,,,,,,,,,,,,,,,
"1445",1218,"HIV-1 CRF 13_CPX",100.0,2057,3284,HIV 1,J,94.0,,,0.696,0.435,0.522,G J,- G - J - J - J,13_CPX,100.0,0.0,100.0,0.966,0.931,0.069,G 13_CPX,- 13_CPX,,
"3344",200,"Check the report",,4284,4484,HIV 1,A1,52.0,43.0,39.0,,,,,,,,,,,,,,,,
"1443",1200,"Check the bootscan",,3284,4484,HIV 1,B,99.0,,,0.591,0.455,0.318,B D G,B - B - D - G,A,0.0,0.0,0.0,,,,,,,
"6955",200,"Check the report",,2884,3084,HIV 1,G,30.0,29.0,36.0,,,,,,,,,,,,,,,,
"5774",400,"HIV-1 Subtype F (F1)",91.0,2084,2484,HIV 1,F1,91.0,68.0,30.0,,,,,,,,,,,,,,,,
"6616",200,"Check the report",,4084,4284,HIV 1,A1,38.0,32.0,51.0,,,,,,,,,,,,,,,,
"7275",400,"HIV-1 Subtype F (F1)",77.0,2084,2484,HIV 1,F1,77.0,54.0,45.0,,,,,,,,,,,,,,,,
"1887",200,"Check the report",,2684,2884,HIV 1,G,24.0,67.0,0.0,,,,,,,,,,,,,,,,
"1886",200,"Check the report",,2484,2684,HIV 1,B,35.0,5.0,85.0,,,,,,,,,,,,,,,,
"3700",200,"Check the report",,3484,3684,HIV 1,J,24.0,0.0,100.0,,,,,,,,,,,,,,,,
"3701",200,"Check the report",,3684,3884,HIV 1,J,38.0,0.0,97.0,,,,,,,,,,,,,,,,
"3706",201,"Check the report",,4684,4885,HIV 1,F1,12.0,37.0,24.0,,,,,,,,,,,,,,,,
"3707",200,"Check the report",,4884,5084,HIV 1,F1,65.0,29.0,58.0,,,,,,,,,,,,,,,,
"3704",201,"Check the report",,4284,4484,HIV 1,J,5.0,0.0,64.0,,,,,,,,,,,,,,,,
"3705",200,"Check the report",,4484,4684,HIV 1,F1,61.0,52.0,36.0,,,,,,,,,,,,,,,,
"2121",200,"Check the report",,4484,4684,HIV 1,G,32.0,26.0,66.0,,,,,,,,,,,,,,,,
"2120",200,"Check the report",,4284,4484,HIV 1,G,24.0,29.0,19.0,,,,,,,,,,,,,,,,
"2123",200,"Check the report",,4884,5084,HIV 1,G,20.0,31.0,17.0,,,,,,,,,,,,,,,,
"2122",200,"Check the report",,4684,4884,HIV 1,G,43.0,57.0,28.0,,,,,,,,,,,,,,,,
"2125",200,"HIV-1 Subtype C",74.0,2284,2484,HIV 1,C,74.0,82.0,13.0,,,,,,,,,,,,,,,,
"5044",200,"HIV-1 Subtype A (A1)",70.0,3484,3684,HIV 1,A1,70.0,50.0,43.0,,,,,,,,,,,,,,,,
"5043",200,"HIV-1 Subtype A (A1)",70.0,3284,3484,HIV 1,A1,70.0,49.0,44.0,,,,,,,,,,,,,,,,
"5042",200,"Check the report",,3084,3284,HIV 1,A1,62.0,39.0,50.0,,,,,,,,,,,,,,,,
"5041",200,"Check the report",,2884,3084,HIV 1,A1,41.0,120.0,0.0,,,,,,,,,,,,,,,,
"5040",200,"HIV-1 Subtype A (A1)",70.0,2684,2884,HIV 1,A1,70.0,104.0,0.0,,,,,,,,,,,,,,,,
"2160",200,"Check the report",,3284,3484,HIV 1,B,45.0,8.0,89.0,,,,,,,,,,,,,,,,
"1256",800,"HIV-1 Subtype G",97.0,4084,4884,HIV 1,G,97.0,31.0,69.0,,,,,,,,,,,,,,,,
"1257",800,"Check the report",,2084,2884,HIV 1,F1,92.0,21.0,74.0,,,,,,,,,,,,,,,,
"1254",800,"Check the report",,3284,4084,HIV 1,G,100.0,0.0,97.0,,,,,,,,,,,,,,,,
"0",200,"HIV-1 Subtype A (A1)",97.0,2084,2284,HIV 1,A1,97.0,185.0,0.0,,,,,,,,,,,,,,,,
"1255",800,"Check the report",,3684,4484,HIV 1,G,100.0,13.0,83.0,,,,,,,,,,,,,,,,
"1520",1200,"HIV-1 Subtype H",100.0,3884,5084,HIV 1,H,100.0,105.0,0.0,1.0,1.0,0.0,H,H,H,100.0,107.0,0.0,,,,,,H,H
"1253",800,"Check the report",,2884,3684,HIV 1,J,61.0,0.0,100.0,,,,,,,,,,,,,,,,
"3207",200,"HIV-1 Subtype B",87.0,3884,4084,HIV 1,B,87.0,67.0,53.0,,,,,,,,,,,,,,,,
"1250",800,"HIV-1 Subtype G",100.0,4084,4884,HIV 1,G,100.0,95.0,5.0,,,,,,,,,,,,,,,,
"3206",200,"Check the report",,3684,3884,HIV 1,B,27.0,49.0,37.0,,,,,,,,,,,,,,,,
"1251",818,"HIV-1 CRF 13_CPX",100.0,2057,2884,HIV 1,J,73.0,0.0,98.0,0.639,0.222,0.778,G J G J,- J -,13_CPX,100.0,27.0,73.0,1.0,0.895,0.105,13_CPX,- 13_CPX,,
"3205",200,"HIV-1 Subtype B",87.0,3484,3684,HIV 1,B,87.0,89.0,36.0,,,,,,,,,,,,,,,,
"3204",200,"HIV-1 Subtype B",93.0,3284,3484,HIV 1,B,93.0,82.0,47.0,,,,,,,,,,,,,,,,
"3203",200,"HIV-1 Subtype B",93.0,3084,3284,HIV 1,B,93.0,131.0,11.0,,,,,,,,,,,,,,,,
"3202",200,"Check the report",,2884,3084,HIV 1,B,55.0,69.0,35.0,,,,,,,,,,,,,,,,
"3201",200,"Check the report",,2684,2884,HIV 1,D,35.0,5.0,72.0,,,,,,,,,,,,,,,,
"1996",200,"HIV-1 Subtype F (F1)",93.0,3484,3684,HIV 1,F1,93.0,90.0,10.0,,,,,,,,,,,,,,,,
"5188",200,"Check the report",,2284,2484,HIV 1,F1,28.0,63.0,10.0,,,,,,,,,,,,,,,,
"1128",400,"HIV-1 Subtype H",95.0,4284,4684,HIV 1,H,95.0,174.0,0.0,,,,,,,,,,,,,,,,
"1129",400,"HIV-1 Subtype H",98.0,4484,4884,HIV 1,H,98.0,193.0,0.0,,,,,,,,,,,,,,,,
"5189",200,"Check the report",,2484,2684,HIV 1,F1,34.0,41.0,21.0,,,,,,,,,,,,,,,,
"1120",400,"HIV-1 Subtype H",100.0,2684,3084,HIV 1,H,100.0,183.0,0.0,,,,,,,,,,,,,,,,
"1121",400,"HIV-1 Subtype H",100.0,2884,3284,HIV 1,H,100.0,192.0,0.0,,,,,,,,,,,,,,,,
"1122",400,"HIV-1 Subtype H",100.0,3084,3484,HIV 1,H,100.0,127.0,0.0,,,,,,,,,,,,,,,,
"1123",400,"HIV-1 Subtype H",99.0,3284,3684,HIV 1,H,99.0,109.0,0.0,,,,,,,,,,,,,,,,
"1124",400,"HIV-1 Subtype H",100.0,3484,3884,HIV 1,H,100.0,179.0,0.0,,,,,,,,,,,,,,,,
"1125",400,"HIV-1 Subtype H",100.0,3684,4084,HIV 1,H,100.0,142.0,0.0,,,,,,,,,,,,,,,,
"1126",400,"HIV-1 Subtype H",92.0,3884,4284,HIV 1,H,92.0,100.0,0.0,,,,,,,,,,,,,,,,
"1127",400,"Check the report",,4084,4484,HIV 1,H,58.0,100.0,0.0,,,,,,,,,,,,,,,,
"2864",800,"HIV-1 Subtype A (A1)",100.0,2884,3684,HIV 1,A1,100.0,100.0,0.0,,,,,,,,,,,,,,,,
"2865",800,"HIV-1 Subtype A (A1)",100.0,3284,4084,HIV 1,A1,100.0,99.0,0.0,,,,,,,,,,,,,,,,
"2868",797,"HIV-1 Subtype G",100.0,2084,2884,HIV 1,G,100.0,115.0,8.0,,,,,,,,,,,,,,,,
"2869",800,"HIV-1 Subtype G",100.0,2484,3284,HIV 1,G,100.0,127.0,13.0,,,,,,,,,,,,,,,,
"4776",1600,"Check the bootscan",,2884,4484,HIV 1,F1,79.0,0.0,99.0,0.528,0.5,0.111,B F1,- B - F1,12_BF,89.0,60.0,38.0,0.757,0.622,0.297,12_BF B 12_BF F1 12_BF,12_BF B - B 12_BF - 12_BF - 12_BF - 12_BF - F1 -,,
"4777",1597,"HIV-1 CRF 19_cpx",100.0,2084,3684,HIV 1,D,99.0,44.0,68.0,0.868,0.579,0.421,F1 D F1 J F1 D B D,- D - D - D - D - D,19_cpx,100.0,100.0,0.0,1.0,1.0,0.0,19_cpx,19_cpx,,
"4774",1600,"Check the bootscan",,2884,4484,HIV 1,B,79.0,5.0,95.0,0.5,0.5,0.028,B F1,B - F1,29_BF,5.0,100.0,0.0,,,,,,,
"4775",1600,"Check the bootscan",,2084,3684,HIV 1,B,78.0,0.0,100.0,0.618,0.553,0.105,F1 B,F1 - F1 - B,12_BF,100.0,76.0,24.0,0.897,0.692,0.231,F1 12_BF B 12_BF,F1 - 12_BF - 12_BF - B - 12_BF,,
"4772",1603,"HIV-1 Subtype F (F1)",100.0,2884,4484,HIV 1,F1,100.0,99.0,0.0,1.0,1.0,0.0,F1,F1,F1,100.0,100.0,0.0,,,,,,F1,F1
"4773",1600,"Check the bootscan",,2084,3684,HIV 1,B,100.0,0.0,96.0,0.658,0.632,0.053,F1 B,F1 - B,29_BF,61.0,100.0,0.0,,,,,,,
"4770",1600,"HIV-1 CRF 09_cpx",100.0,2884,4484,HIV 1,A1,97.0,0.0,100.0,0.694,0.583,0.25,K A1 G,K - A1 - G,09_cpx,100.0,100.0,0.0,1.0,1.0,0.0,09_cpx,09_cpx,,
"4771",1600,"HIV-1 Subtype F (F1)",100.0,2084,3684,HIV 1,F1,100.0,100.0,0.0,1.0,1.0,0.0,F1,F1,F1,100.0,96.0,0.0,,,,,,F1,F1
"4778",1600,"HIV-1 CRF 19_cpx",100.0,2884,4484,HIV 1,D,87.0,13.0,89.0,0.778,0.667,0.208,D B D J A1,D - D - D - A1,19_cpx,100.0,100.0,0.0,1.0,1.0,0.0,19_cpx,19_cpx,,
"4779",1600,"HIV-1 CRF 07_BC",100.0,2084,3684,HIV 1,C,94.0,0.0,100.0,0.645,0.513,0.276,B D B D C B C,B - C - C - C,07_BC,100.0,0.0,100.0,1.0,0.897,0.103,07_BC,07_BC - 07_BC,,
"5818",400,"Check the report",,2484,2884,HIV 1,B,52.0,68.0,39.0,,,,,,,,,,,,,,,,
"5819",400,"Check the report",,2684,3084,HIV 1,F1,81.0,9.0,90.0,,,,,,,,,,,,,,,,
"5810",400,"HIV-1 Subtype C",94.0,3684,4084,HIV 1,C,94.0,150.0,7.0,,,,,,,,,,,,,,,,
"5811",400,"HIV-1 Subtype C",98.0,3884,4284,HIV 1,C,98.0,91.0,26.0,,,,,,,,,,,,,,,,
"5812",400,"HIV-1 Subtype C",95.0,4084,4484,HIV 1,C,95.0,108.0,17.0,,,,,,,,,,,,,,,,
"5813",400,"HIV-1 Subtype C",98.0,4284,4684,HIV 1,C,98.0,138.0,0.0,,,,,,,,,,,,,,,,
"5814",400,"HIV-1 Subtype C",75.0,4484,4884,HIV 1,C,75.0,161.0,0.0,,,,,,,,,,,,,,,,
"5815",400,"HIV-1 Subtype C",98.0,4684,5084,HIV 1,C,98.0,158.0,0.0,,,,,,,,,,,,,,,,
"5816",415,"Check the report",,2084,2484,HIV 1,B,85.0,23.0,81.0,,,,,,,,,,,,,,,,
"5817",400,"Check the report",,2284,2684,HIV 1,B,56.0,16.0,77.0,,,,,,,,,,,,,,,,
"4619",1179,"HIV-1 Subtype A (A2)",100.0,2084,3284,HIV 1,A1,99.0,23.0,74.0,0.911,0.411,0.589,A1 C J A1 J A1 C A1,- A1 - A1 - A1 - A1,A2,100.0,100.0,0.0,1.0,1.0,0.0,A2,A2,A1,A2
"4618",1200,"HIV-1 CRF 18_cpx",100.0,3884,5084,HIV 1,K,25.0,0.0,100.0,0.385,0.154,0.808,H A1 K A1 K A1 K G C K C K C K,H - G - G -,18_cpx,100.0,100.0,0.0,1.0,1.0,0.0,18_cpx,18_cpx,,
"4611",1188,"HIV-1 CRF 31_BC",100.0,2084,3284,HIV 1,C,100.0,17.0,83.0,0.857,0.768,0.214,C B C B,C - C - B -,31_BC,100.0,100.0,0.0,1.0,1.0,0.0,31_BC,31_BC,,
"4610",1199,"HIV-1 Subtype C (31_BC)",100.0,3884,5084,HIV 1,C,100.0,123.0,17.0,1.0,1.0,0.0,C,C,31_BC,100.0,85.0,15.0,1.0,0.963,0.037,31_BC,31_BC - 31_BC,C,31_BC
"4613",1200,"HIV-1 Subtype C (31_BC)",100.0,3284,4484,HIV 1,C,100.0,40.0,56.0,1.0,1.0,0.0,C,C,31_BC,100.0,100.0,0.0,1.0,1.0,0.0,31_BC,31_BC,C,31_BC
"4612",1200,"HIV-1 CRF 31_BC",100.0,2684,3884,HIV 1,C,100.0,13.0,83.0,0.885,0.712,0.269,C B C B C B C,C - B - C,31_BC,100.0,100.0,0.0,1.0,1.0,0.0,31_BC,31_BC,,
"4615",1198,"HIV-1 CRF 18_cpx",100.0,2084,3284,HIV 1,G,47.0,0.0,100.0,0.393,0.268,0.589,J G K A1 C K D G D F1 K F1 K D K,- G - F1 - F1 -,18_cpx,100.0,100.0,0.0,1.0,1.0,0.0,18_cpx,18_cpx,,
"4614",1200,"HIV-1 Subtype C (31_BC)",100.0,3884,5084,HIV 1,C,100.0,40.0,70.0,1.0,1.0,0.0,C,C,31_BC,100.0,100.0,0.0,1.0,1.0,0.0,31_BC,31_BC,C,31_BC
"4617",1200,"HIV-1 CRF 18_cpx",100.0,3284,4484,HIV 1,A1,50.0,0.0,100.0,0.538,0.25,0.635,A1 H A1 K A1 K A1 D K F1 K,A1 - H -,18_cpx,100.0,100.0,0.0,1.0,1.0,0.0,18_cpx,18_cpx,,
"4616",1200,"HIV-1 CRF 18_cpx",100.0,2684,3884,HIV 1,A1,23.0,0.0,100.0,0.5,0.308,0.5,F1 K F1 K F1 K A1,F1 - A1 - A1 -,18_cpx,100.0,100.0,0.0,1.0,1.0,0.0,18_cpx,18_cpx,,
"2705",400,"Check the report",,2684,3084,HIV 1,B,19.0,0.0,84.0,,,,,,,,,,,,,,,,
"2704",400,"Check the report",,2484,2884,HIV 1,B,54.0,71.0,44.0,,,,,,,,,,,,,,,,
"2707",400,"Check the report",,3084,3484,HIV 1,B,94.0,10.0,86.0,,,,,,,,,,,,,,,,
"146",200,"Check the report",,4284,4484,HIV 1,A1,59.0,28.0,59.0,,,,,,,,,,,,,,,,
"5458",400,"HIV-1 Subtype C",94.0,3284,3684,HIV 1,C,94.0,31.0,68.0,,,,,,,,,,,,,,,,
"144",200,"Check the report",,3884,4084,HIV 1,J,91.0,14.0,84.0,,,,,,,,,,,,,,,,
"145",200,"Check the report",,4084,4284,HIV 1,D,23.0,18.0,53.0,,,,,,,,,,,,,,,,
"142",200,"Check the report",,3484,3684,HIV 1,J,38.0,23.0,67.0,,,,,,,,,,,,,,,,
"143",200,"Check the report",,3684,3884,HIV 1,J,61.0,100.0,24.0,,,,,,,,,,,,,,,,
"140",200,"Check the report",,3084,3284,HIV 1,J,29.0,0.0,95.0,,,,,,,,,,,,,,,,
"5459",400,"Check the report",,3484,3884,HIV 1,C,81.0,18.0,85.0,,,,,,,,,,,,,,,,
"2701",395,"HIV-1 Subtype K",84.0,4684,5084,HIV 1,K,84.0,99.0,0.0,,,,,,,,,,,,,,,,
"148",200,"Check the report",,4684,4884,HIV 1,H,9.0,9.0,54.0,,,,,,,,,,,,,,,,
"149",200,"Check the report",,4884,5084,HIV 1,H,15.0,0.0,88.0,,,,,,,,,,,,,,,,
"4886",200,"HIV-1 Subtype C",100.0,4884,5084,HIV 1,C,100.0,142.0,12.0,,,,,,,,,,,,,,,,
"4887",200,"HIV-1 Subtype B",100.0,2084,2284,HIV 1,B,100.0,176.0,0.0,,,,,,,,,,,,,,,,
"3342",200,"Check the report",,3884,4084,HIV 1,J,88.0,13.0,84.0,,,,,,,,,,,,,,,,
"3343",200,"Check the report",,4084,4284,HIV 1,D,22.0,22.0,53.0,,,,,,,,,,,,,,,,
"5452",397,"Check the report",,2084,2484,HIV 1,D,15.0,56.0,10.0,,,,,,,,,,,,,,,,
"2712",400,"Check the report",,4084,4484,HIV 1,G,68.0,62.0,24.0,,,,,,,,,,,,,,,,
"2713",400,"HIV-1 Subtype G",81.0,4284,4684,HIV 1,G,81.0,77.0,14.0,,,,,,,,,,,,,,,,
"2710",400,"Check the report",,3684,4084,HIV 1,B,69.0,32.0,68.0,,,,,,,,,,,,,,,,
"2711",400,"Check the report",,3884,4284,HIV 1,B,58.0,0.0,93.0,,,,,,,,,,,,,,,,
"2716",394,"Check the report",,2084,2484,HIV 1,H,36.0,100.0,0.0,,,,,,,,,,,,,,,,
"2717",400,"HIV-1 Subtype H",98.0,2284,2684,HIV 1,H,98.0,160.0,0.0,,,,,,,,,,,,,,,,
"2714",400,"HIV-1 Subtype G",97.0,4484,4884,HIV 1,G,97.0,82.0,17.0,,,,,,,,,,,,,,,,
"2715",400,"HIV-1 Subtype G",77.0,4684,5084,HIV 1,G,77.0,96.0,0.0,,,,,,,,,,,,,,,,
"3346",200,"Check the report",,4684,4884,HIV 1,H,17.0,24.0,50.0,,,,,,,,,,,,,,,,
"2718",400,"HIV-1 Subtype H",100.0,2484,2884,HIV 1,H,100.0,179.0,0.0,,,,,,,,,,,,,,,,
"2719",400,"HIV-1 Subtype H",100.0,2684,3084,HIV 1,H,100.0,160.0,0.0,,,,,,,,,,,,,,,,
"3347",200,"Check the report",,4884,5084,HIV 1,H,19.0,0.0,87.0,,,,,,,,,,,,,,,,
"7221",400,"HIV-1 Subtype G",81.0,2484,2884,HIV 1,G,81.0,145.0,0.0,,,,,,,,,,,,,,,,
"7220",400,"HIV-1 Subtype G",92.0,2284,2684,HIV 1,G,92.0,101.0,9.0,,,,,,,,,,,,,,,,
"7955",1588,"HIV-1 CRF 20_BG",100.0,2084,3684,HIV 1,G,80.0,0.0,100.0,0.632,0.5,0.276,G B G B,G - G - G - B - B - B - B -,20_BG,100.0,100.0,0.0,1.0,1.0,0.0,20_BG,20_BG,,
"7222",393,"HIV-1 Subtype G",85.0,2684,3084,HIV 1,G,85.0,129.0,13.0,,,,,,,,,,,,,,,,
"7225",400,"HIV-1 Subtype G",70.0,3284,3684,HIV 1,G,70.0,100.0,0.0,,,,,,,,,,,,,,,,
"7224",400,"Check the report",,3084,3484,HIV 1,G,62.0,123.0,0.0,,,,,,,,,,,,,,,,
"7227",400,"HIV-1 Subtype G",100.0,3684,4084,HIV 1,G,100.0,97.0,0.0,,,,,,,,,,,,,,,,
"7226",400,"HIV-1 Subtype G",100.0,3484,3884,HIV 1,G,100.0,90.0,10.0,,,,,,,,,,,,,,,,
"7229",400,"HIV-1 Subtype G",85.0,4084,4484,HIV 1,G,85.0,123.0,0.0,,,,,,,,,,,,,,,,
"7228",400,"HIV-1 Subtype G",99.0,3884,4284,HIV 1,G,99.0,93.0,7.0,,,,,,,,,,,,,,,,
"3345",200,"Check the report",,4484,4684,HIV 1,C,23.0,22.0,57.0,,,,,,,,,,,,,,,,
"7959",1600,"HIV-1 CRF 40_BF",100.0,2084,3684,HIV 1,F1,100.0,46.0,54.0,0.829,0.776,0.224,F1 C B F1,F1 - F1,40_BF,100.0,100.0,0.0,1.0,1.0,0.0,40_BF,40_BF,,
"7958",1600,"HIV-1 Subtype G (13_CPX)",100.0,2884,4484,HIV 1,G,100.0,0.0,95.0,0.917,0.556,0.444,G J G J G A1 G,- G - G - G - G - G,13_CPX,100.0,85.0,15.0,1.0,1.0,0.0,13_CPX,13_CPX,G,13_CPX
"3090",1200,"HIV-1 CRF 39_BF",100.0,3284,4484,HIV 1,B,96.0,0.0,99.0,0.558,0.462,0.385,B F1 D B,B - F1 - B,39_BF,100.0,100.0,0.0,1.0,1.0,0.0,39_BF,39_BF,,
"6248",1200,"HIV-1 CRF 40_BF",100.0,3284,4484,HIV 1,F1,93.0,0.0,98.0,0.654,0.519,0.385,F1 B,F1 - B - B,40_BF,100.0,100.0,0.0,1.0,1.0,0.0,40_BF,40_BF,,
"6249",1200,"HIV-1 CRF 40_BF",100.0,3884,5084,HIV 1,B,56.0,0.0,100.0,0.654,0.154,0.692,B F1,- B - B - B - B - F1 - F1 -,40_BF,100.0,100.0,0.0,1.0,1.0,0.0,40_BF,40_BF,,
"6240",1200,"HIV-1 CRF 20_BG",100.0,3284,4484,HIV 1,B,95.0,0.0,99.0,0.635,0.327,0.481,B D B D B D B D B D B G,B - B - B - D - B - G,20_BG,100.0,100.0,0.0,1.0,1.0,0.0,20_BG,20_BG,,
"6241",1200,"HIV-1 CRF 20_BG",98.0,3884,5084,HIV 1,G,99.0,0.0,97.0,0.808,0.673,0.269,D B G,D - G - G -,20_BG,98.0,100.0,0.0,1.0,1.0,0.0,20_BG,20_BG,,
"6242",1218,"HIV-1 CRF 13_CPX",100.0,2057,3284,HIV 1,J,97.0,0.0,100.0,0.786,0.536,0.464,H G J G J G,- J - J - J -,13_CPX,100.0,52.0,47.0,0.966,0.931,0.069,H 13_CPX,- 13_CPX,,
"6243",1200,"HIV-1 CRF 13_CPX",100.0,2684,3884,HIV 1,G,51.0,0.0,100.0,0.635,0.481,0.288,J G,J - J - J - J - G - G,13_CPX,100.0,65.0,35.0,1.0,1.0,0.0,13_CPX,13_CPX,,
"6244",1200,"HIV-1 Subtype G (13_CPX)",100.0,3284,4484,HIV 1,G,100.0,34.0,66.0,0.962,0.673,0.327,H J G,- G - G -,13_CPX,100.0,87.0,13.0,1.0,0.926,0.074,13_CPX,13_CPX -,G,13_CPX
"6245",1200,"HIV-1 Subtype G",99.0,3884,5084,HIV 1,G,99.0,0.0,98.0,0.923,0.5,0.5,G J C J,G - G - G -,13_CPX,100.0,47.0,53.0,1.0,0.926,0.074,13_CPX,13_CPX -,,
"6246",1200,"HIV-1 CRF 40_BF",100.0,2084,3284,HIV 1,F1,100.0,45.0,55.0,0.786,0.696,0.25,F1 B F1,F1 - B - B - F1,40_BF,100.0,100.0,0.0,1.0,1.0,0.0,40_BF,40_BF,,
